side	perfect	13
side	hard	14
side	fatty	19
side	note	373
side	flip	18
side	pricey	167
side	dry	257
side	rice	16
side	rich	13
side	larger	11
side	spicy	24
side	yummy	16
side	delicious	36
side	heavier	18
side	korean	13
side	greasy	29
side	amazing	17
side	two	361
side	great	71
side	additional	14
side	south	27
side	potato	23
side	bland	94
side	high	46
side	mall	60
lettuce	iceberg	56
lettuce	fresh	14
lettuce	butter	85
lettuce	shredded	25
fudge	hot	123
usually	don	148
usually	packed	49
usually	come	61
usually	eat	119
crunchy	super	69
crunchy	tacos	38
crunchy	slightly	23
crunchy	texture	91
crunchy	nice	22
pancakes	blueberry	94
pancakes	pumpkin	88
pancakes	buttermilk	37
pancakes	ricotta	74
pancakes	biggest	11
pancakes	delicious	33
pancakes	amazing	28
pancakes	huge	108
pancakes	magic	29
pancakes	red	18
pancakes	order	30
pancakes	ticket	25
pancakes	nana	43
pancakes	best	128
pancakes	oreo	42
pancakes	granola	54
conversation	great	15
conversation	intimate	28
conversation	nice	14
noting	worth	23
grey	ice	77
grey	tea	142
grey	early	30
lived	definitely	129
lived	having	43
lived	closer	96
lived	close	66
cocktails	great	14
cocktails	red	12
grilled	artichoke	152
grilled	perfectly	45
grilled	salmon	64
grilled	best	13
enjoyed	truly	28
enjoyed	definitely	37
enjoyed	especially	34
enjoyed	best	12
enjoyed	actually	36
enjoyed	thoroughly	140
enjoyed	friend	22
choices	different	12
choices	great	34
choices	better	25
choices	menu	31
choices	good	38
choices	eat	24
fruits	fresh	17
shoyu	ramen	238
shoyu	wasabi	50
hour	dinner	81
hour	two	177
hour	rush	191
hour	peak	44
hour	later	113
hour	happy	421
hour	late	52
hour	half	406
hour	good	83
hour	lunch	371
enjoy	did	150
enjoy	eating	34
enjoy	thoroughly	33
morning	buns	790
morning	monday	56
morning	bun	1745
morning	saturday	261
morning	tuesday	22
taking	guy	26
taking	care	34
taking	pictures	40
taking	orders	125
taking	worth	18
tasted	definitely	28
tasted	jus	35
tasted	broth	26
tasted	noodles	30
tasted	actually	49
tasted	delicious	35
tasted	sauce	38
tasted	cream	23
tasted	amazing	61
tasted	real	40
tasted	exactly	37
tasted	fries	22
tasted	great	335
tasted	fresh	189
tasted	beans	23
tasted	food	107
tasted	better	309
tasted	bet	50
tasted	meat	28
tasted	fine	59
tasted	caramel	19
standards	high	105
bird	early	21
farmers	market	56
new	location	317
new	loc	47
new	yorker	218
new	places	43
new	favorite	602
new	trying	55
new	chinese	75
new	orleans	589
new	level	97
new	friends	38
new	great	16
new	brand	29
new	best	26
new	york	1252
new	years	111
new	things	77
new	yorkers	67
new	try	70
red	red	11
red	bean	218
red	bright	25
red	texas	59
red	pepper	92
red	eat	27
red	japanese	15
red	roasted	29
red	big	16
red	right	51
days	two	203
days	old	70
days	later	198
days	three	58
days	hot	41
days	couple	42
days	ago	97
comfort	good	21
comfort	zone	37
pita	grilled	73
pita	kalamata	27
having	dinner	125
having	eaten	40
having	tried	39
having	lived	43
having	lunch	65
having	worth	25
having	despite	95
advice	best	13
advice	good	13
strongly	recommend	41
tastes	amazing	73
tastes	different	71
tastes	ramen	29
tastes	jus	33
tastes	food	187
tastes	good	279
tastes	pretty	36
tastes	sauce	22
ham	ranch	26
ham	molasses	30
ham	smoked	23
ham	baked	16
ham	grilled	14
hong	kong	118
fancy	super	21
yogurt	greek	140
yogurt	mint	30
yogurt	frozen	71
mashed	sweet	153
mashed	potatoe	108
mashed	potatoes	834
mashed	potato	181
mashed	fried	11
mashed	pot	115
basis	weekly	22
basis	regular	102
basis	daily	30
unagi	roasted	25
seasoned	lightly	33
seasoned	nicely	58
change	nice	65
moves	quick	57
moves	line	319
moves	fast	172
moves	quickly	185
moves	pretty	233
moves	fairly	43
took	away	86
took	home	67
took	awhile	35
took	friends	52
took	boyfriend	47
took	finally	30
took	waiter	34
took	waitress	32
took	friend	106
basil	garlic	20
basil	fresh	32
basil	sauce	39
coca	cola	37
sized	decent	47
sized	regular	35
sized	full	14
sized	bite	27
sized	nice	12
sized	good	152
sized	decently	26
sized	medium	89
licking	finger	98
grits	cheesy	155
grits	shrimp	31
grits	best	23
grits	creamy	70
scramble	oyster	24
scramble	white	19
scramble	hot	21
scramble	bacon	33
yelpers	fellow	196
carne	con	36
carne	best	17
carne	asada	676
jam	packed	74
jam	homemade	36
overall	great	250
overall	better	20
overall	stars	32
overall	food	47
overall	best	24
overall	good	332
overall	pretty	74
friday	afternoon	76
friday	busy	29
friday	night	1428
friday	morning	129
friday	evening	166
bang	best	24
bang	good	13
gourmet	market	71
crack	put	30
luck	better	28
luck	finding	54
luck	good	453
fat	back	197
fat	big	50
display	case	62
naps	wet	37
fan	mushroom	14
fan	burger	17
fan	bigger	13
fan	biggest	79
fan	cheese	11
fan	pretty	29
fan	dodger	13
fan	super	37
fan	looks	14
fan	dip	12
fan	sushi	18
fan	giants	13
fan	bbq	201
fan	dessert	12
fan	loyal	13
fan	ramen	189
fan	avid	11
fan	absolutely	67
fan	cream	92
fan	tasted	20
fan	huge	1318
fan	new	10
fan	rib	11
fan	waffle	11
fan	looked	29
fan	simply	21
fan	food	21
fan	pork	11
fan	pizza	13
fan	big	1701
cream	almond	12
cream	shop	323
cream	smooth	14
cream	tart	1069
cream	coconut	322
cream	dill	110
cream	nice	21
cream	good	53
cream	cheese	876
cream	cone	48
cream	super	38
cream	fresh	20
cream	ice	18339
cream	perfectly	21
cream	best	17
cream	sesame	15
cream	perfect	15
cream	whip	93
cream	sundae	120
cream	light	18
cream	orange	12
cream	sour	293
cream	bean	11
cream	rich	26
cream	birite	11
cream	white	12
cream	cowgirl	11
cream	mon	91
cream	delicious	35
cream	heavy	13
cream	soda	126
cream	whipped	1108
cream	sweetened	19
cream	biscuit	123
cream	pie	692
cream	amazing	35
cream	tarts	38
cream	chocolate	81
cream	san	56
cream	great	14
cream	sweet	184
cream	rite	654
cream	waffle	80
cream	nana	227
cream	salmon	25
cream	tar	129
cream	pastry	24
cream	vanilla	70
maple	real	40
maple	sweet	21
maple	syrup	876
maple	extra	13
maple	gravy	45
sign	great	17
sign	good	421
sign	big	12
toffee	sticky	74
toffee	pudding	71
bottega	love	97
bottega	louie	1528
ippudo	love	44
ippudo	think	32
ippudo	tried	25
ippudo	try	37
items	different	64
items	bakery	27
items	food	129
items	popular	31
items	best	24
items	good	12
items	savory	34
items	favorite	27
items	baked	11
dan	dan	24
serving	huge	24
serving	sizes	45
serving	extra	30
serving	big	11
serving	small	23
serving	large	15
serving	size	101
orders	two	224
orders	drink	53
wouldn	definitely	31
wouldn	probably	178
fast	super	182
fast	moved	32
fast	goes	27
fast	relatively	44
fast	mexican	19
fast	move	58
fast	fairly	35
prefer	personally	37
prefer	definitely	33
prefer	usually	27
make	definitely	255
make	better	62
make	did	37
make	probably	27
make	good	71
make	things	39
make	sure	2083
large	two	79
large	extra	23
large	plate	89
large	table	117
large	group	733
large	part	88
large	crowd	81
large	variety	42
large	portion	241
large	fairly	52
room	dinning	24
room	ladies	23
room	leave	40
room	elbow	44
room	living	25
room	standing	30
room	small	29
room	make	92
room	large	12
room	private	89
room	main	31
tempura	red	12
tempura	batter	86
tempura	liquor	33
tempura	onion	334
raw	iced	12
racks	full	12
brenda	love	24
crunch	chocolate	510
crunch	slight	31
crunch	great	16
crunch	ice	37
crunch	extra	16
crunch	late	84
crunch	ate	69
crunch	dutch	84
crunch	bacon	150
crunch	good	22
crunch	perfect	25
crunch	bar	640
measure	good	25
bill	total	80
bill	came	472
fare	standard	36
tried	recently	43
tried	finally	156
tried	having	39
tried	ive	35
drinks	two	35
drinks	great	40
drinks	red	19
drinks	order	83
drinks	fountain	31
drinks	mixed	38
drinks	good	45
drinks	got	23
drinks	soft	29
lac	luc	59
lac	loc	87
business	great	16
business	good	26
business	lunch	128
business	restaurant	22
business	small	11
duper	super	65
completely	different	89
completely	full	32
completely	packed	42
completely	worth	84
lights	right	15
balls	ice	23
possible	best	17
especially	love	48
especially	enjoyed	34
especially	great	29
especially	given	33
especially	liked	49
especially	good	194
especially	loved	41
especially	long	18
coal	fired	43
tasting	course	624
tasting	menus	73
tasting	great	210
tasting	fresh	55
tasting	full	183
tasting	better	137
tasting	best	225
tasting	good	84
tasting	eat	47
tasting	dessert	76
burgers	different	24
burgers	two	43
burgers	truffle	14
burgers	great	32
burgers	better	23
burgers	umami	33
burgers	best	128
burgers	good	79
burgers	gourmet	43
latte	chai	33
classic	shiromaru	28
classic	hakata	207
onion	colossal	62
onion	caramelized	35
onion	ring	234
onion	spicy	14
onion	strings	37
onion	fried	32
onion	french	114
onion	battered	121
onion	pancake	74
onion	huge	21
onion	sweet	15
onion	red	166
onion	best	95
onion	rings	2463
onion	small	14
onion	large	22
complaint	biggest	29
complaint	main	14
talk	people	31
talk	small	30
music	playing	62
music	loud	83
music	great	30
music	good	17
toro	tart	58
toro	tartar	96
toro	red	15
toro	sandwich	156
toro	tar	56
toro	tartare	487
toro	fatty	12
layer	outer	22
layer	thick	26
layer	thin	67
layer	top	24
peach	cobbler	361
peach	fried	23
biscuit	gras	164
biscuit	best	21
polenta	white	11
moved	quick	38
moved	line	199
moved	quickly	64
moved	pretty	97
portions	tiny	31
portions	bigger	29
portions	good	135
portions	smaller	63
portions	generous	144
portions	size	27
portions	sized	78
portions	huge	762
portions	great	28
portions	big	293
portions	small	460
portions	large	406
portions	ginormous	23
portions	mall	52
burrito	machaca	35
burrito	hollenbeck	95
burrito	huge	28
burrito	chicken	22
burrito	regular	17
burrito	meat	84
burrito	best	22
burrito	biggest	14
burrito	eat	41
burrito	special	87
burrito	asada	149
burrito	good	16
burrito	korean	22
folks	white	16
wooden	long	23
advantage	take	92
advantage	took	25
great	con	50
great	choice	188
great	pretty	198
great	balance	49
great	looks	37
great	deal	415
great	heard	103
great	ice	431
great	find	56
great	option	76
great	dessert	110
great	custom	41
great	definitely	33
great	look	32
great	goes	81
great	absolutely	23
great	brea	43
great	compliment	80
great	variety	57
great	san	49
great	great	33
great	price	263
great	looked	92
great	start	110
great	recommendations	53
great	thin	50
great	eat	43
great	rest	69
great	things	239
great	bar	99
great	make	30
great	tastes	187
great	review	101
great	ways	47
helping	second	35
helping	good	12
take	different	17
take	home	791
take	did	123
take	chinese	20
take	reservations	1105
take	away	267
take	advantage	92
take	red	53
take	please	30
take	friends	41
take	dont	32
take	reservation	265
take	usually	26
take	cash	124
take	orders	71
take	got	28
take	note	92
nana	nana	62
box	bento	167
box	pink	24
box	small	26
castle	white	12
boy	birthday	24
boy	bus	40
boy	white	16
boy	did	36
boy	bad	168
boy	big	24
boy	buddha	102
cup	great	13
cup	pizza	31
cup	large	14
popcorn	caramel	22
impressed	super	28
impressed	thoroughly	38
broth	beef	18
broth	good	173
broth	awesome	19
broth	light	15
broth	hearty	17
broth	extra	16
broth	soup	97
broth	tonkatsu	69
broth	tasty	110
broth	thick	32
broth	pork	408
broth	hot	32
broth	savory	33
broth	different	17
broth	salty	49
broth	oily	12
broth	excellent	38
broth	oil	11
broth	clear	16
broth	chicken	411
broth	style	12
broth	bone	21
broth	tasting	13
broth	best	32
broth	meaty	11
broth	perfect	29
broth	fatty	31
broth	tonkotsu	166
broth	flavorful	219
broth	ramen	507
broth	wasn	43
broth	regular	19
broth	shrimp	13
broth	rich	206
broth	spicy	75
broth	shoyu	12
broth	yummy	17
broth	delicious	170
broth	creamy	30
broth	kotteri	48
broth	leftover	17
broth	amazing	131
broth	richer	13
broth	great	76
broth	red	24
broth	flavored	22
broth	miso	141
broth	bland	16
broth	milky	12
broth	based	164
peanut	noodles	40
peanut	spicy	14
peanut	brittle	235
peanut	sauce	262
peanut	oil	77
tart	coconut	27
tart	nut	36
tart	mon	80
tart	frangipane	81
tomato	sweet	19
tomato	dried	63
tomato	fresh	20
tomato	heirloom	44
tomato	spicy	28
tomato	iced	15
tomato	roasted	72
tomato	soup	176
tomato	sauce	601
reason	real	31
reason	main	68
taro	fried	14
layers	different	11
layers	thin	11
piping	hot	563
piping	served	25
honey	mustard	35
honey	sweet	34
honey	cinnamon	27
honey	walnut	56
honey	spicy	13
honey	lavendar	94
honey	lavender	1217
honey	chili	137
nori	chips	82
nori	roasted	24
village	japanese	28
village	east	134
crumble	lavender	30
shops	ramen	232
shops	cream	97
awesome	freaking	35
awesome	super	36
awesome	looked	28
awesome	simply	22
awesome	absolutely	24
awesome	totally	27
rotation	regular	11
omakase	red	38
omakase	ordered	37
blend	great	12
blend	perfect	171
waffles	love	78
waffles	sweet	116
waffles	buttermilk	25
waffles	best	18
waffles	savory	42
waffles	belgian	42
recently	moved	33
recently	back	13
recently	tried	43
recently	went	55
braised	prime	56
braised	short	71
braised	cola	55
braised	beef	64
braised	pork	758
braised	hot	16
braised	black	35
blown	away	926
blown	full	16
smile	huge	17
smile	big	28
bbq	half	21
bbq	thai	19
bbq	good	1271
bbq	smoked	32
bbq	honey	22
bbq	city	15
bbq	love	300
bbq	dino	73
bbq	awesome	135
bbq	wings	126
bbq	chicago	18
bbq	serious	12
bbq	signature	12
bbq	craving	69
bbq	loves	18
bbq	joint	939
bbq	think	12
bbq	sauces	385
bbq	california	14
bbq	extra	56
bbq	japanese	15
bbq	roadside	125
bbq	favorite	258
bbq	smokey	17
bbq	huge	71
bbq	rave	11
bbq	solid	24
bbq	tasty	43
bbq	sweet	106
bbq	dinosaur	227
bbq	mediocre	19
bbq	carolina	75
bbq	better	317
bbq	quality	19
bbq	hot	31
bbq	broham	83
bbq	eat	267
bbq	rest	60
bbq	big	83
bbq	smoque	91
bbq	different	86
bbq	decent	55
bbq	famous	18
bbq	dallas	32
bbq	texas	75
bbq	excellent	43
bbq	smoky	19
bbq	crave	11
bbq	real	141
bbq	typical	15
bbq	style	192
bbq	american	28
bbq	meat	108
bbq	eaten	14
bbq	best	2497
bbq	perfect	21
bbq	blues	67
bbq	phils	85
bbq	dry	13
bbq	bean	54
bbq	standard	19
bbq	heaven	34
bbq	regular	22
bbq	crisp	271
bbq	spicy	160
bbq	true	32
bbq	yummy	23
bbq	traditional	21
bbq	delicious	229
bbq	know	28
bbq	fantastic	19
bbq	korean	1332
bbq	amazing	167
bbq	new	12
bbq	memphis	18
bbq	great	657
bbq	rib	65
bbq	red	33
bbq	actual	13
bbq	eating	75
bbq	having	12
bbq	special	16
bbq	based	28
bbq	average	27
sorbet	orange	36
vibes	good	14
minnie	memphis	352
hill	country	105
ban	gras	36
spots	parking	78
spots	ramen	131
spots	sushi	25
spots	breakfast	24
spots	hot	23
spots	best	16
spots	brunch	22
spots	bbq	85
spots	favorite	51
someday	back	12
nate	big	25
mussels	steamed	45
mexican	real	38
mexican	chocolate	51
mexican	great	33
mexican	authentic	336
mexican	wedding	45
mexican	better	31
mexican	best	167
mexican	good	156
mexican	rest	44
mexican	favorite	23
menu	limited	75
menu	seasonal	39
menu	diverse	18
menu	good	80
menu	appetizer	21
menu	chinese	11
menu	course	94
menu	looks	40
menu	beer	14
menu	given	21
menu	omakase	26
menu	drink	33
menu	fusion	11
menu	says	34
menu	lunch	367
menu	dessert	297
menu	wine	27
menu	creative	16
menu	fixe	53
menu	isn	39
menu	offers	33
menu	kids	23
menu	specials	37
menu	dinner	310
menu	huge	75
menu	market	33
menu	sweet	13
menu	items	637
menu	food	29
menu	savory	16
menu	bar	22
menu	big	28
menu	small	121
menu	large	37
menu	different	40
menu	unique	26
menu	simple	77
menu	breakfast	113
menu	paper	12
menu	set	50
menu	carte	46
menu	sum	18
menu	brunch	221
menu	online	74
menu	extensive	73
menu	style	12
menu	full	179
menu	fix	20
menu	sushi	29
menu	tasting	1854
menu	cocktail	29
menu	vegetarian	19
menu	interesting	27
menu	options	37
menu	ramen	15
menu	desert	12
menu	regular	139
menu	delicious	78
menu	selection	39
menu	main	14
menu	amazing	23
menu	two	13
menu	entire	72
menu	new	18
menu	great	98
menu	looked	115
menu	changing	18
menu	item	251
menu	secret	15
menu	night	19
menu	special	156
menu	changes	91
juices	fresh	10
job	great	298
job	better	24
job	done	77
job	nice	23
job	eat	42
job	good	406
hopes	high	138
recommendation	great	17
bad	felt	88
bad	considering	61
bad	boys	51
bad	pretty	172
bad	taste	157
strawberry	regular	11
strawberry	fresh	26
strawberry	shake	139
strawberry	lemonade	264
strawberry	balsamic	1378
strawberry	jam	110
strawberry	homemade	26
strawberry	shortcake	102
strawberry	lemon	47
tangy	sweet	29
tangy	nice	14
tangy	bbq	127
kbbq	ayce	28
kbbq	best	19
kbbq	places	34
sandwiches	different	18
sandwiches	dipped	283
sandwiches	beef	141
sandwiches	good	35
sandwiches	lamb	15
sandwiches	delicious	37
sandwiches	cream	258
sandwiches	faced	29
sandwiches	dip	480
sandwiches	great	85
sandwiches	better	20
sandwiches	pork	94
sandwiches	best	113
sandwiches	hot	13
hassle	worth	20
bay	area	1760
bay	south	144
jesus	sweet	25
barbeque	best	76
barbeque	good	29
barbeque	sauce	65
disclosure	full	19
bar	salad	23
bar	wine	22
bar	ramen	91
bar	sports	30
bar	mon	30
bar	nice	33
bar	sea	54
bar	bacon	112
bar	japanese	14
bar	long	22
bar	downstairs	58
bar	dinosaur	49
bar	seat	112
bar	full	238
bar	late	49
bar	ate	37
bar	best	12
bar	small	93
bar	crowded	22
bar	stools	36
vegetable	ramen	103
vegetable	spicy	16
bao	chairman	372
bao	bun	71
bao	steamed	30
bao	long	19
bao	baked	21
bergamot	olive	54
home	took	67
home	come	29
home	way	271
home	back	188
home	good	18
home	brought	37
home	bring	69
home	came	42
home	run	47
home	taking	30
home	went	43
home	leftovers	70
home	food	71
home	write	310
home	coming	23
home	rest	48
home	got	314
getting	definitely	27
getting	seated	93
getting	problem	35
getting	finally	30
getting	suggest	71
getting	recommend	262
getting	love	23
getting	trouble	22
getting	better	33
getting	started	39
getting	hungry	44
getting	worth	159
getting	kept	38
chewy	slightly	31
chewy	perfectly	39
chewy	nice	11
spoons	real	24
spoons	metal	44
phil	love	203
phil	rave	12
thought	second	26
thought	actually	33
thought	friend	71
tablecloths	white	13
road	brick	38
space	tiny	85
space	bigger	25
space	beautiful	50
space	counter	25
space	white	13
space	nice	14
space	table	24
space	restaurant	26
space	huge	17
space	personal	78
space	great	20
space	cramped	37
space	dining	26
space	tight	34
space	big	11
space	small	244
space	large	25
space	stomach	31
decision	best	29
decision	good	15
thank	good	78
thank	big	12
seasoning	cajun	30
seasoning	great	11
seasoning	good	13
sparkling	water	277
sparkling	complimentary	30
thinly	slice	40
thinly	iced	14
clean	super	40
clean	nice	24
clean	lines	32
clean	pretty	31
visiting	san	69
visiting	friends	50
visiting	nyc	43
visiting	worth	31
aioli	garlic	363
aioli	wasabi	13
boys	bus	39
boys	bad	51
scoops	small	23
squash	butternut	66
squash	nut	22
squash	soup	93
flounder	fried	41
entree	main	54
waiter	asked	34
waiter	great	21
waiter	attentive	32
waiter	told	60
waiter	service	38
waiter	took	34
waiter	nice	24
waiter	did	115
waiter	recommended	99
waiter	friendly	23
waiter	came	189
waiter	brought	109
dips	beef	42
dips	french	292
note	please	41
note	mental	30
note	good	15
note	positive	27
hole	small	30
melt	literally	23
salted	famous	39
salted	best	16
portion	tiny	30
portion	sized	39
portion	sizes	185
portion	great	20
portion	larger	22
portion	nice	27
portion	perfect	83
portion	right	22
portion	generous	128
portion	smaller	27
kept	asking	37
kept	getting	38
kept	saying	55
kept	going	34
kept	coming	48
kept	best	17
kept	waiter	24
crowded	super	108
crowded	extremely	32
crowded	crazy	22
crowded	gets	127
crowded	pretty	112
water	free	29
water	red	25
water	cold	25
water	glasses	93
water	fresh	17
water	mouth	158
water	ice	86
water	glass	178
water	hot	69
water	bottled	25
water	iced	12
water	tap	31
cupcake	best	30
cupcake	souffle	33
pea	sprouts	214
greek	great	22
greek	authentic	27
greek	best	75
greek	good	27
greek	favorite	12
green	bean	216
green	tomato	179
green	sauteed	27
green	matcha	83
green	fried	923
green	tomatoes	348
green	chopped	23
green	fresh	21
green	mixed	26
green	hot	23
green	iced	107
green	right	12
green	onion	570
star	real	32
star	michelin	102
star	fifth	33
star	ive	70
waited	probably	38
waited	patiently	56
movie	japanese	11
links	sausage	23
links	hot	33
yummy	super	137
yummy	goodness	48
yummy	sooo	38
yummy	yummy	74
suggestions	great	32
suggestions	good	15
fantastic	looked	23
fantastic	absolutely	64
beets	roasted	43
lickin	finger	77
boyfriend	ordered	135
boyfriend	took	47
boyfriend	got	146
twist	nice	25
dishes	italian	15
dishes	fish	66
dishes	beef	21
dishes	inventive	11
dishes	good	112
dishes	cooked	21
dishes	chinese	93
dishes	three	58
dishes	fusion	19
dishes	signature	38
dishes	taiwanese	18
dishes	creative	18
dishes	noodle	141
dishes	japanese	28
dishes	pasta	57
dishes	favorite	315
dishes	tasty	31
dishes	sweet	15
dishes	seafood	121
dishes	food	35
dishes	better	20
dishes	pork	21
dishes	popular	53
dishes	hot	16
dishes	eat	40
